numero_colombia,nombre_colombia,codigo_cie10_colombia,codigo_cie10_formateado,encontrado,nivel_confianza,orpha_number,nombre_orphanet,codigos_cie10_orphanet,similitud,observaciones_colombia
593,Diarrea congénita con malabsorción debido a insuficiencia de células enteroendocrinas,P783,P78.3,True,Alta,,Anendocrinosis entérica,P78.3,97,
606,Disgenesia cerebral congénita debida a deficiencia de glutamina sintetasa,E728,E72.8,True,Alta,,Disgenesia cerebral congénita por deficiencia de glutamina sintetasa,E72.8,97,
631,Displasia acropectovertebral,Q681,Q68.1,True,Alta,,Displasia acropectorovertebral,Q74.8,97,Código corregido de 0681 a Q681
674,Displasia espondiloepimetafisaria tipo A4,Q778,Q77.8,True,Alta,,Displasia espondiloepimetafisaria tipo Missouri,Q77.7,97,Código corregido de 0778 a Q778
675,Displasia espondiloepimetafisaria tipo Biectanski,Q777,Q77.7,True,Alta,,Displasia espondiloepimetafisaria tipo Missouri,Q77.7,97,Código corregido de 0777 a Q777
677,Displasia espondiloepimetafisaria tipo Golden,Q778,Q77.8,True,Alta,,Displasia espondiloepimetafisaria tipo Missouri,Q77.7,97,Código corregido de 0778 a Q778
694,Displasia odontomaxilar seqmentaria,K004,K00.4,True,Alta,,Displasia odontomaxilar segmentaria,K00.4,97,
713,"Distrofia coroidal, areolar central",H312,H31.2,True,Alta,,Distrofia coroidea areolar central,H31.2,97,
782,Encefalopatia mioclonica temprana,G403,G40.3,True,Alta,,Encefalopatía mioclónica temprana,,97,
791,Enfermedad de Behget,M352,M35.2,True,Alta,,Enfermedad de Behçet,M35.2,97,
864,Enfermedad qranulomatosa crónica,D71X,D71X,True,Alta,,Enfermedad granulomatosa crónica,D71,97,
923,F brodisplasia osificante progresiva,M611,M61.1,True,Alta,,Fibrodisplasia osificante progresiva,M61.1,97,
931,Fibrosis quistica,E849,E84.9,True,Alta,,Fibrosis quística,"E84.0, E84.1, E84.8",97,
992,Hiperargininemía,E722,E72.2,True,Alta,,Argininemia,E72.2,97,
1019,Hipertricosis lanuqinosa adquirida,L681,L68.1,True,Alta,,Hipertricosis lanuginosa adquirida,L68.1,97,
1020,Hipertricosis lanuqinosa congénita,Q842,Q84.2,True,Alta,,Hipertricosis lanuginosa congénita,Q84.2,97,Código corregido de 0842 a Q842
1022,Hipocondroplasia,Q774,Q77.4,True,Alta,,Hipoacondroplasia,Q77.4,97,Código corregido de 0774 a Q774
1081,Inmunodeficiencia combinada severa ligado a Déficit de adenosina desaminasa,D813,D81.3,True,Alta,,Deficiencia de adenosina desaminasa 2,M30.8,97,
1116,Linfanqiectasias quísticas pulmonares,Q338,Q33.8,True,Alta,,Linfangiectasias quísticas pulmonares,Q33.8,97,Código corregido de 0338 a Q338
1127,"Lipodistrofia, familiar pardal, tipo Dunnigan",E881,E88.1,True,Alta,,Lipodistrofia parcial familiar tipo Dunnigan,E88.1,97,
1195,Mioclono de acción - Sindrome de insuficiencia renal,G404,G40.4,True,Alta,,Síndrome de mioclonías de acción-insuficiencia renal,G40.4,97,
1198,Miopatia con capuchón,G712,G71.2,True,Alta,,Miopatía con capuchón,G71.2,97,
1209,Miopatia nemalínica,G712,G71.2,True,Alta,,Miopatía nemalínica,,97,
1217,Monosomia 22q11,D821,D82.1,True,Alta,,Síndrome de deleción 22q11.2,D82.1,97,
1252,Neurodegeneradón asociada a pantotenato-quinasa,G230,G23.0,True,Alta,,Neurodegeneración asociada a pantotenato-quinasa,G23.0,97,
1258,Neuropatia autonómica y sensitiva hereditaria 2,G608,G60.8,True,Alta,,Neuropatía sensitiva y autonómica hereditaria,,97,
1266,"Neuropatía sensitiva y autónoma, hereditaria, con sordera y retraso global",G608,G60.8,True,Alta,,Neuropatía sensitiva autonómica hereditaria con sordera y retraso global,G60.8,97,
1295,Onicotricodisplasia y neutropenia,L988,L98.8,True,Alta,,Síndrome de onicotricodisplasia-neutropenia,,97,
1366,Paraplejia espástica autosómica recesiva tipo 18,G114,G11.4,True,Alta,,Paraparesia espástica autosómica recesiva tipo 11,G11.4,97,
1372,Paraplejia espástica autosómica recesiva tipo 30,G114,G11.4,True,Alta,,Paraparesia espástica autosómica recesiva tipo 32,G11.4,97,
1384,Penfigo foliáceo,L102,L10.2,True,Alta,,Pénfigo foliáceo,L10.2,97,
1384,Penfigo foliáceo,L103,L10.3,True,Alta,,Pénfigo foliáceo,L10.2,97,
1560,Síndrome cerebro costo mandibular,Q878,Q87.8,True,Alta,,Síndrome cerebrocostomandibular,Q87.8,97,Código corregido de 0878 a Q878
1563,Síndrome CHANDS,Q824,Q82.4,True,Alta,,Síndrome CHAND,Q82.4,97,Código corregido de 0824 a Q824
1579,Sindrome de AI-Gazali-Dattani,E778,E77.8,True,Alta,,Síndrome de Al-Gazali-Dattani,,97,
1583,Sindrome de Alstrom,Q878,Q87.8,True,Alta,,Síndrome de Alström,E34.8,97,Código corregido de 0878 a Q878
1597,Síndrome de autismo y macrocefalia,Q878,Q87.8,True,Alta,,Síndrome de macrocefalia-discapacidad intelectual-autismo,Q87.8,97,Código corregido de 0878 a Q878
1680,Sindrome de Dahlberq Borer Newcomer,Q878,Q87.8,True,Alta,,Síndrome de Dahlberg-Borer-Newcomer,Q87.8,97,Código corregido de 0878 a Q878
1758,Sindrome de Jervell y Lanqe-Nielsen,I458,I45.8,True,Alta,,Síndrome de Jervell y Lange-Nielsen,I45.8,97,
1868,Síndrome de Pollit,L678,L67.8,True,Alta,,Síndrome de Pollitt,,97,
1892,Síndrome de rotura de Nijmeqen,Q878,Q87.8,True,Alta,,Síndrome de rotura de Nijmegen,Q87.8,97,Código corregido de 0878 a Q878
1912,Síndrome de sensibilidad a Uy,L568,L56.8,True,Alta,,Síndrome de sensibilidad a UV,L56.8,97,
1942,Sindrome de Tome Brune Fardeau,E754,E75.4,True,Alta,,Síndrome de Tomé-Brunet-Fardeau,,97,
1959,"Síndrome de Vater-like, con hipertensión pulmonar, anomalías de las orejas y retraso del crecimiento",Q878,Q87.8,True,Alta,,Síndrome de Braddock,Q87.8,97,Código corregido de 0878 a Q878
1998,Síndrome hemolitico urémico atipico,D588,D58.8,True,Alta,,Síndrome hemolítico urémico atípico,D59.3,97,
2007,Síndrome lacrimo-auriculo-dento-digital,Q878,Q87.8,True,Alta,,Síndrome lácrimo-aurículo-dento-digital,Q87.8,97,Código corregido de 0878 a Q878
2031,Síndrome odonto-trico-onico-digito-palmar,Q878,Q87.8,True,Alta,,Síndrome odonto-trico-ónico-dígito-palmar,Q82.4,97,Código corregido de 0878 a Q878
2035,Síndrome oral-facial-digital tipo 3,Q870,Q87.0,True,Alta,,Síndrome orofaciodigital con talla baja y braquimesofalangia,Q87.0,97,Código corregido de 0870 a Q870
2036,Síndrome oral-facial-digital tipo 4,Q870,Q87.0,True,Alta,,Síndrome orofaciodigital con talla baja y braquimesofalangia,Q87.0,97,Código corregido de 0870 a Q870
2037,Síndrome oral-facial-digital tipo 5,Q870,Q87.0,True,Alta,,Síndrome orofaciodigital con talla baja y braquimesofalangia,Q87.0,97,
2056,Síndrome uña-rotula,Q872,Q87.2,True,Alta,,Síndrome uña-rótula,Q87.2,97,Código corregido de 0872 a Q872
2068,Sinostosis humeroradial aislada,Q740,Q74.0,True,Alta,,Sinostosis húmero-radial aislada,Q74.0,97,Código corregido de 0740 a Q740
2085,Taquicardia ventricular polimórfica catecolinergica,I472,I47.2,True,Alta,,Taquicardia ventricular polimórfica catecolaminérgica,I47.2,97,
2099,Trastorno de la fosforilación oxidativa mitocondrial debido a anomalías del ADN nuclear,XXXX,XXXX,True,Alta,,Trastorno de la fosforilación oxidativa mitocondrial por anomalías del ADN nuclear,,97,
2117,Triada de Carney,D448,D44.8,True,Alta,,Tríada de Carney,D44.8,97,
2118,Triada de Currarino,Q878,Q87.8,True,Alta,,Síndrome de Currarino,Q87.8,97,Código corregido de 0878 a Q878
2171,Fibrosis Retroperitoneal ldiopática,N135,N13.5,True,Alta,,Fibrosis retroperitoneal asociada a IgG4,K66.2,97,
2225,Deficiencia de aminoácido aromático descarboxilasa,E708,E70.8,True,Alta,,Deficiencia de L-aminoácido aromático decarboxilasa,G24.8,97,
2233,Colanqitis esclerosante primaria,K759,K75.9,True,Alta,,Colangitis esclerosante primaria,K83.0,97,
18,"Acidemia metilmalonica - vitamina B12 sensible, tipo cbl A",E711,E71.1,True,Alta,,Acidemia metilmalónica sensible a la vitamina B12 tipo cblA,E71.1,96,
24,Aciduria 3-mefilglutaconica tipo 1,E711,E71.1,True,Alta,,Aciduria 3-metilglutacónica tipo 1,E71.1,96,
38,Acortamiento congénito de fiqamento costocoracoide,Q688,Q68.8,True,Alta,,Acortamiento congénito de ligamento costocoracoide,Q68.8,96,Código corregido de 0688 a Q688
348,Deficiencia aislada de subclases de IgG,Q808,Q80.8,True,Alta,,Infecciones recurrentes asociadas a una deficiencia rara de isotipos de inmunoglobulinas,D80.8,96,Código corregido de 0808 a Q808
407,Deficiencia de CMH clase 11,D817,D81.7,True,Alta,,Inmunodeficiencia por expresión deficiente del CMH de clase I,D81.6,96,
502,Déficit congénito del factor IX,D67X,D67X,True,Alta,,Deficiencia congénita del factor X,D68.2,96,
505,Déficit congénito del factor VIII,D66X,D66X,True,Alta,,Deficiencia congénita del factor VII,D68.2,96,
517,Déficit de adhesión leucodtaria tipo I,D848,D84.8,True,Alta,,Deficiencia de adhesión leucocitaria tipo I,D84.8,96,
632,Displasia alveolo-capilar congénita,XXXX,XXXX,True,Alta,,Displasia capilar alveolar congénita,Q33.6,96,Sin código asignado
639,Displasia cráneo-metafisaria,Q788,Q78.8,True,Alta,,Displasia craneometafisaria,Q78.8,96,Código corregido de 0788 a Q788
673,Displasia espondiloepimetafisaria axial,Q778,Q77.8,True,Alta,,Displasia espondilometafisaria axial,Q77.8,96,Código corregido de 0778 a Q778
692,Displasia oculodentodiqital,Q878,Q87.8,True,Alta,,Displasia oculodentodigital,Q87.8,96,Código corregido de 0878 a Q878
784,"Encefalopatia, etilmalonica",G318,G31.8,True,Alta,,Encefalopatía etilmalónica,E88.8,96,
818,Enfermedad de Hirschsprunq,Q431,Q43.1,True,Alta,,Enfermedad de Hirschsprung,Q43.1,96,Código corregido de 0431 a Q431
991,Hiperandrogenismo debido a deficiencia de cortisona reductasa,E258,E25.8,True,Alta,,Hiperandrogenismo por deficiencia de cortisona reductasa,E25.8,96,
997,Hiperfen lalaninemia materna,E701,E70.1,True,Alta,,Síndrome de fenilcetonuria materna,E70.1,96,
1055,Hipotricosis hereditaria de Mane Unna,Q840,Q84.0,True,Alta,,Hipotricosis hereditaria de Marie Unna,Q84.0,96,Código corregido de 0840 a Q840
1112,Leucoencefalopatia cavilada progresiva,E752,E75.2,True,Alta,,Leucoencefalopatía cavitada progresiva,E75.2,96,
1142,Macroqiria central bilateral,Q048,Q04.8,True,Alta,,Macrogiria central bilateral,,96,Código corregido de 0048 a Q048
1257,Neurofibromatosis tipo familiar es inal,Q850,Q85.0,True,Alta,,Neurofibromatosis tipo 1,Q85.0,96,Código corregido de 0850 a Q850
1267,"Neuropatía sensitiva y autónoma, hereditaria, con sordera, ligada al cromosoma x",G608,G60.8,True,Alta,,Neuropatía sensitiva autonómica hereditaria ligada al cromosoma X con sordera,G60.8,96,
1279,Nevus poroqueratósico del ostio y conducto dérmico ectinos,Q825,Q82.5,True,Alta,,Nevo poroqueratósico del ostio y conducto dérmico ecrinos,Q82.5,96,Código corregido de 0825 a Q825
1385,Penfigo vulgar,L100,L10.0,True,Alta,,Pénfigo vulgar,L10.0,96,
1387,Penfiqoide paraneoplásico,L108,L10.8,True,Alta,,Penfigoide paraneoplásico,L10.8,96,
1398,Pityriasis rubra pilaris,L440,L44.0,True,Alta,,Pitiriasis rubra pilaris,L44.0,96,
1537,Síndrome acrorenomandibular,Q878,Q87.8,True,Alta,,Síndrome acro-reno-mandibular,Q87.8,96,Código corregido de 0878 a Q878
1585,Síndrome de anemia megaloblastica sensible a tiamina,Q531,Q53.1,True,Alta,,Síndrome de anemia megaloblástica sensible a la tiamina,D53.1,96,Código corregido de 0531 a Q531
1763,Sindrome de Joubert con defecto hepalico,K740,K74.0,True,Alta,,Síndrome de Joubert con defecto hepático,Q04.3,96,
1880,Síndrome de Rapp Hodqkin,Q824,Q82.4,True,Alta,,Síndrome de Rapp-Hodgkin,,96,Código corregido de 0824 a Q824
1915,Síndrome de Shock estafilococico toxico,A483,A48.3,True,Alta,,Síndrome del shock tóxico estafilocócico,A48.3,96,
1934,Síndrome de Sturqe Weber,Q858,Q85.8,True,Alta,,Síndrome de Sturge-Weber,Q85.8,96,Código corregido de 0858 a Q858
1952,Síndrome de Ulbriqht-Hodes,Q878,Q87.8,True,Alta,,Síndrome de Ulbright-Hodes,Q87.8,96,Código corregido de 0878 a Q878
1963,Síndrome de Walker-Warburq,G712,G71.2,True,Alta,,Síndrome de Walker-Warburg,G71.0,96,
1993,Síndrome CAPO,Q878,Q87.8,True,Alta,,Síndrome CLAPO,Q87.3,96,Código corregido de 0878 a Q878
2064,Sinfalangismo anomalias múltiples manos y pies,Q748,Q74.8,True,Alta,,Sinfalangismo-anomalías múltiples de manos y pies,Q74.8,96,Código corregido de 0748 a Q748
2166,Deficiencia selectiva de IqM,D804,D80.4,True,Alta,,Deficiencia de IgM selectiva,D80.4,96,
58,Afasia progresiva no fluida ii,G231,G23.1,True,Alta,,Síndrome de parálisis supranuclear progresiva-afasia progresiva no fluida,G23.1,95,
102,Anencefalia/exencefana aislada,Q000,Q00.0,True,Alta,,Anencefalia/exencefalia aislada,Q04.8,95,Código corregido de 0000 a Q000
329,Crioqlobulinemia mixta,Q891,Q89.1,True,Alta,,Vasculitis crioglobulinémica,D89.1,95,Código corregido de 0891 a Q891
340,Cutis marmorata telanqiectasia congénita,Q828,Q82.8,True,Alta,,Cutis marmorata telangiectásica congénita,Q82.8,95,Código corregido de 0828 a Q828
349,Deficiencia de MCM4,D848,D84.8,True,Alta,,Obesidad por deficiencia del receptor de melanocortina-4,E66.8,95,
379,Deficiencia de cadena K,D808,D80.8,True,Alta,,Inmunodeficiencia combinada grave T-B+ por deficiencia de cadena gamma,D81.2,95,
395,Deficiencia de CD46,D588,D58.8,True,Alta,,Inmunodeficiencia primaria autosómica recesiva con un defecto de la citotoxicidad espontánea de células natural killer,D84.8,95,
398,Deficiencia de CD81,Q838,Q83.8,True,Alta,,Inmunodeficiencia primaria autosómica recesiva con un defecto de la citotoxicidad espontánea de células natural killer,D84.8,95,Código corregido de 0838 a Q838
414,Deficiencia de Factor H,D841,D84.1,True,Alta,,Hemofilia A leve,D66,95,
415,Deficiencia de Factor I,D841,D84.1,True,Alta,,Hemofilia A leve,D66,95,
445,Deficiencia de MCM4,D848,D84.8,True,Alta,,Obesidad por deficiencia del receptor de melanocortina-4,E66.8,95,
469,Deficiencia de RNF168,D828,D82.8,True,Alta,,Síndrome RIDDLE,D82.8,95,
472,Deficiencia de STAT2,D848,D84.8,True,Alta,,Susceptibilidad a infecciones víricas y micobacterianas,D84.8,95,
513,Déficit de adl-CoA deshidrogenasa de ácidos grasos de cadena media,E713,E71.3,True,Alta,,Deficiencia de acil-CoA deshidrogenasa de cadena media,E71.3,95,
542,Déficit de metil cobalamina de tipo cbl E,E721,E72.1,True,Alta,,Deficiencia de metilcobalamina tipo cbl E,E72.1,95,
543,Déficit de metil cobalamina de tipo cbl G,E721,E72.1,True,Alta,,Deficiencia de metilcobalamina tipo cbl G,E72.1,95,
568,Dermatitis seborreica-like con elementos psoriasiformes,L218,L21.8,True,Alta,,Dermatitis tipo seborreica con elementos psoriasiformes,L21.8,95,
587,Diabetes insipida nefrogénica,N251,N25.1,True,Alta,,Deficiencia de arginina vasopresina,E23.2,95,
613,Dismorfia diqitotalar,Q743,Q74.3,True,Alta,,Artrogriposis distal tipo 1,Q68.8,95,Código corregido de 0743 a Q743
636,Displasia cráneo fronto nasal.,Q871,Q87.1,True,Alta,,Displasia craneofrontonasal,Q87.1,95,Código corregido de 0871 a Q871
641,Displasia de Boomerang,Q871,Q87.1,True,Alta,,Displasia en boomerang,Q87.1,95,Código corregido de 0871 a Q871
704,Distonia 16,Q241,Q24.1,True,Alta,,Distonía 16,G24.1,95,Código corregido de 0241 a Q241
777,Encefalopatía debida a una deficiencia de prosaposina,E752,E75.2,True,Alta,,Encefalopatía por deficiencia de prosaposina,E75.2,95,
866,Enfermedad hepática vena-oclusiva -inmunodeficiencia,K765,K76.5,True,Alta,,Síndrome de enfermedad hepática veno-oclusiva-inmunodeficiencia,K76.5,95,
880,Epidermólisis ampollar adquirida,L123,L12.3,True,Alta,,Epidermólisis ampollosa adquirida,L12.3,95,
958,Gastroenteritis eosinofilica i,K528,K52.8,True,Alta,,Gastroenteritis eosinofílica,K52.8,95,
972,"Hematuria familiar, autosómica dominante - tortuosidad arteriolar retinal - contracturas",I99X,I99X,True,Alta,,Síndrome HANAC,I99,95,
1086,Inmunodeficiencia debida a Déficit de CD25,D812,D81.2,True,Alta,,Inmunodeficiencia por deficiencia de CD25,D89.8,95,
1089,Inmunodeficiencia por expresión deficiente del HLA de clase 2,D817,D81.7,True,Alta,,Inmunodeficiencia por expresión deficiente del CMH de clase I,D81.6,95,
1103,Lesión cerebral isquémica e hipóxica neonatal,P111,P11.1,True,Alta,,Lesión hipóxico-isquémica cerebral neonatal,P91.6,95,
1188,Mielofibrosis con metaplasia mielocitoide,D471,D47.1,True,Alta,,Mielofibrosis primaria,D47.4,95,
1201,Miopatia distal con debilidad de cuerdas vocales,G710,G71.0,True,Alta,,Miopatía distal faríngea y de cuerdas vocales,G71.0,95,
1214,Miositis esporádica con cuerpos de inclusión,M608,M60.8,True,Alta,,Miositis por cuerpos de inclusión,M60.8,95,
1283,Obesidad debida a la deficiencia congénita de leptina,E668,E66.8,True,Alta,,Obesidad por deficiencia congénita de leptina,E66.8,95,
1301,Osteocraneoestenosts,Q780,Q78.0,True,Alta,,Osteocraneoestenosis,Q78.0,95,Código corregido de 0780 a Q780
1460,Resistencia periférica a las hormonas tiroideas,E031,E03.1,True,Alta,,OBSOLETO: Resistencia periférica a hormonas tiroideas,,95,
1463,Refino hepato endocrinolóqico Sindrome,Q878,Q87.8,True,Alta,,Retino hepato endocrinológico síndrome,,95,Código corregido de 0878 a Q878
1543,"Síndrome Anttley-Bixler-like, genitales ambiguos, alteración de la esteroidogenesis",E250,E25.0,True,Alta,,Síndrome de Antley-Bixler con anomalías genitales y alteración de la esteroidogénesis,Q87.8,95,
1578,Sindrome de Alaqille,Q447,Q44.7,True,Alta,,Síndrome de Alagille,Q44.7,95,Código corregido de 0447 a Q447
1740,Síndrome de Hiper iqD,E850,E85.0,True,Alta,,Hiperinmunoglobulinemia D con fiebre periódica,E85.0,95,
1743,Síndrome de hiper-IqE autosómico dominante,D824,D82.4,True,Alta,,Síndrome de hiper-IgE autosómico dominante por deficiencia de STAT3,D82.4,95,
1825,Síndrome de Mononen Kames Senac,Q875,Q87.5,True,Alta,,Síndrome de Mononen-Karnes-Senac,Q87.5,95,Código corregido de 0875 a Q875
2023,"Sindrome neurodegenerativo ligado al cromosoma X, de tipo Bedini",G318,G31.8,True,Alta,,Síndrome neurodegenerativo ligado al cromosoma X tipo Bertini,G31.8,95,
2051,Síndrome frico dental,Q878,Q87.8,True,Alta,,Síndrome trico-dental,Q82.4,95,Código corregido de 0878 a Q878
2089,Tiro cerebro renal Síndrome,N158,N15.8,True,Alta,,Síndrome tiroide-cerebro-renal,N15.8,95,
2132,Tritanopia,H535,H53.5,True,Alta,,Tritanopía,H53.5,95,
12,Acidemia glutárica I,E713,E71.3,True,Alta,,Deficiencia de glutaril-CoA deshidrogenasa,E72.3,94,
16,"Acidemia metilmalonica - homocistinuria, tipo cbl D",E721,E72.1,True,Alta,,Acidemia metilmalónica con homocistinuria tipo cblJ,E71.1,94,
17,"Acidemia metilmalonica - homocistinuria, tipo cbl F",E721,E72.1,True,Alta,,Acidemia metilmalónica con homocistinuria tipo cblJ,E71.1,94,
26,Aciduria 4 hidroxi-butirica,E728,E72.8,True,Alta,,Deficiencia de semialdehído succínico deshidrogenasa,E72.8,94,
374,Deficiencia de C6,Q841,Q84.1,True,Alta,,Inmunodeficiencia primaria autosómica recesiva con un defecto de la citotoxicidad espontánea de células natural killer,D84.8,94,Código corregido de 0841 a Q841
375,Deficiencia de C7,Q841,Q84.1,True,Alta,,Inmunodeficiencia combinada por deficiencia de CD27,D47.9,94,Código corregido de 0841 a Q841
413,Deficiencia de Factor de transcripción E47,D800,D80.0,True,Alta,,Desregulación inmunológica con enfermedad inflamatoria intestinal por deficiencia de ELF4 ligada al cromosoma X,,94,
454,Deficiencia de oxoacyl CoA deshidrogenasa,E713,E71.3,True,Alta,,Deficiencia de acil-CoA deshidrogenasa,,94,
525,Déficit de camitina-acilcamitina translocasa,E713,E71.3,True,Alta,,Deficiencia de carnitina-acilcarnitina translocasa,E71.3,94,
576,Desmielinización cerebral debido a un Déficit de metionina adenosiltransferasa,E721,E72.1,True,Alta,,Deficiencia de metionina adenosiltransferasa I/IIII,E72.1,94,
602,Disección arterial con lentiginosis,Q878,Q87.8,True,Alta,,Síndrome de Síndrome de disección arterial-lentiginosis,Q87.8,94,Código corregido de 0878 a Q878
635,"Displasia checa, tipo metatarsal",Q777,Q77.7,True,Alta,,Displasia espondiloepifisaria con acortamiento metatarsiano,Q77.7,94,Código corregido de 0777 a Q777
693,Displasia óculo-oto-fadal,Q870,Q87.0,True,Alta,,Displasia óculo-oto-facial,,94,Código corregido de 0870 a Q870
